,accuracy,average_precision,f1,ppv,tpr,tnr,roc_auc
0,0.759259259259259,0.833108198533581,0.8,0.68421052631579,0.962962962962963,0.555555555555556,0.86556927297668
1,0.796296296296296,0.858710473471395,0.825396825396825,0.722222222222222,0.962962962962963,0.62962962962963,0.89437585733882
2,0.685185185185185,0.671448590120671,0.738461538461539,0.631578947368421,0.888888888888889,0.481481481481482,0.714677640603566
3,0.777777777777778,0.801983046800877,0.785714285714286,0.758620689655172,0.814814814814815,0.740740740740741,0.816186556927298
4,0.814814814814815,0.883374327928328,0.84375,0.72972972972973,1,0.62962962962963,0.890260631001372
5,0.833333333333333,0.928283651661039,0.830188679245283,0.846153846153846,0.814814814814815,0.851851851851852,0.924554183813443
6,0.740740740740741,0.759354771425819,0.766666666666667,0.696969696969697,0.851851851851852,0.62962962962963,0.807956104252401
7,0.711538461538462,0.762077698053169,0.736842105263158,0.67741935483871,0.807692307692308,0.615384615384615,0.797337278106509
8,0.730769230769231,0.901611044400678,0.787878787878788,0.65,1,0.461538461538462,0.905325443786982
9,0.711538461538462,0.822547474915059,0.754098360655738,0.657142857142857,0.884615384615385,0.538461538461538,0.81508875739645
10,0.851851851851852,0.911948902614526,0.866666666666666,0.787878787878788,0.962962962962963,0.740740740740741,0.909465020576132
11,0.740740740740741,0.831875353768239,0.766666666666667,0.696969696969697,0.851851851851852,0.62962962962963,0.820301783264746
12,0.833333333333333,0.776668650575728,0.857142857142857,0.75,1,0.666666666666667,0.86556927297668
13,0.740740740740741,0.769044910504146,0.766666666666667,0.696969696969697,0.851851851851852,0.62962962962963,0.8079561042524
14,0.722222222222222,0.834972680390469,0.769230769230769,0.657894736842105,0.925925925925926,0.518518518518518,0.864197530864197
15,0.666666666666667,0.763642933735022,0.709677419354839,0.628571428571429,0.814814814814815,0.518518518518518,0.772976680384088
16,0.759259259259259,0.765961214921791,0.793650793650794,0.694444444444444,0.925925925925926,0.592592592592593,0.818930041152263
17,0.769230769230769,0.877343548448295,0.8,0.705882352941176,0.923076923076923,0.615384615384615,0.872781065088757
18,0.788461538461538,0.904170118872481,0.8,0.758620689655172,0.846153846153846,0.730769230769231,0.868343195266272
19,0.711538461538462,0.741872160024487,0.769230769230769,0.641025641025641,0.961538461538462,0.461538461538462,0.78698224852071
20,0.685185185185185,0.711022898742961,0.746268656716418,0.625,0.925925925925926,0.444444444444444,0.758573388203018
21,0.722222222222222,0.716227819711156,0.769230769230769,0.657894736842105,0.925925925925926,0.518518518518518,0.769547325102881
22,0.796296296296296,0.775134068703632,0.8,0.785714285714286,0.814814814814815,0.777777777777778,0.824417009602195
23,0.666666666666667,0.865423559079114,0.709677419354839,0.628571428571429,0.814814814814815,0.518518518518518,0.839506172839506
24,0.796296296296296,0.918102076931241,0.819672131147541,0.735294117647059,0.925925925925926,0.666666666666667,0.906721536351166
25,0.796296296296296,0.890227555255677,0.813559322033898,0.75,0.888888888888889,0.703703703703704,0.871056241426612
26,0.814814814814815,0.767595497689254,0.833333333333333,0.757575757575758,0.925925925925926,0.703703703703704,0.8559670781893
27,0.730769230769231,0.870110229675817,0.78125,0.657894736842105,0.961538461538462,0.5,0.866863905325444
28,0.75,0.845024545386788,0.786885245901639,0.685714285714286,0.923076923076923,0.576923076923077,0.856508875739645
29,0.75,0.828565160718612,0.779661016949153,0.696969696969697,0.884615384615385,0.615384615384615,0.857988165680473
30,0.722222222222222,0.869245000591628,0.736842105263158,0.7,0.777777777777778,0.666666666666667,0.83676268861454
31,0.740740740740741,0.845564978334392,0.766666666666667,0.696969696969697,0.851851851851852,0.62962962962963,0.839506172839506
32,0.759259259259259,0.804169034906729,0.793650793650794,0.694444444444444,0.925925925925926,0.592592592592593,0.820301783264746
33,0.814814814814815,0.750864340451572,0.838709677419355,0.742857142857143,0.962962962962963,0.666666666666667,0.83676268861454
