,accuracy,average_precision,f1,ppv,tpr,tnr,roc_auc
0,0.796296296296296,0.924040304163792,0.775510204081633,0.863636363636364,0.703703703703704,0.888888888888889,0.919067215363511
1,0.777777777777778,0.84988577576821,0.76,0.826086956521739,0.703703703703704,0.851851851851852,0.829903978052126
2,0.685185185185185,0.757880821181745,0.690909090909091,0.678571428571429,0.703703703703704,0.666666666666667,0.742112482853224
3,0.592592592592593,0.745700787498864,0.607142857142857,0.586206896551724,0.62962962962963,0.555555555555556,0.67764060356653
4,0.685185185185185,0.69660423729903,0.666666666666667,0.708333333333333,0.62962962962963,0.740740740740741,0.658436213991769
5,0.759259259259259,0.883340629173962,0.779661016949152,0.71875,0.851851851851852,0.666666666666667,0.861454046639232
6,0.62962962962963,0.708140424316367,0.642857142857143,0.620689655172414,0.666666666666667,0.592592592592593,0.722908093278464
7,0.634615384615385,0.79532302232478,0.577777777777778,0.68421052631579,0.5,0.769230769230769,0.784023668639053
8,0.730769230769231,0.840338597876563,0.740740740740741,0.714285714285714,0.769230769230769,0.692307692307692,0.845414201183432
9,0.653846153846154,0.785903316330588,0.653846153846154,0.653846153846154,0.653846153846154,0.653846153846154,0.742603550295858
10,0.685185185185185,0.728863337878446,0.622222222222222,0.777777777777778,0.518518518518518,0.851851851851852,0.772290809327846
11,0.777777777777778,0.788930442106617,0.769230769230769,0.8,0.740740740740741,0.814814814814815,0.84636488340192
12,0.759259259259259,0.839548626893855,0.771929824561403,0.733333333333333,0.814814814814815,0.703703703703704,0.818930041152263
13,0.611111111111111,0.749638422010563,0.60377358490566,0.615384615384615,0.592592592592593,0.62962962962963,0.683813443072702
14,0.740740740740741,0.861735419602947,0.740740740740741,0.740740740740741,0.740740740740741,0.740740740740741,0.839506172839506
15,0.611111111111111,0.770085587412166,0.588235294117647,625,0.555555555555556,0.666666666666667,0.753086419753086
16,0.685185185185185,0.805564040956544,0.653061224489796,0.727272727272727,0.592592592592593,0.777777777777778,0.743484224965706
17,0.788461538461538,0.907059942968344,0.807017543859649,0.741935483870968,0.884615384615385,0.692307692307692,0.880177514792899
18,0.538461538461538,0.694995429957994,0.5,0.545454545454545,0.461538461538462,0.615384615384615,0.633136094674556
19,0.653846153846154,0.777425705667818,0.689655172413793,625,0.769230769230769,0.538461538461538,0.751479289940828
20,0.62962962962963,0.712605606618325,0.615384615384615,0.64,0.592592592592593,0.666666666666667,0.742112482853224
21,0.722222222222222,0.893792323633604,0.705882352941176,0.75,0.666666666666667,0.777777777777778,0.861454046639232
22,0.648148148148148,0.720744103584234,0.627450980392157,0.666666666666667,0.592592592592593,0.703703703703704,0.726337448559671
23,0.648148148148148,0.728358046280284,0.627450980392157,0.666666666666667,0.592592592592593,0.703703703703704,0.755829903978052
24,0.740740740740741,0.8096817031804,0.740740740740741,0.740740740740741,0.740740740740741,0.740740740740741,0.775720164609053
25,0.722222222222222,0.770797505558395,0.716981132075472,0.730769230769231,0.703703703703704,0.740740740740741,0.739368998628258
26,0.62962962962963,0.81935803598427,0.642857142857143,0.620689655172414,0.666666666666667,0.592592592592593,0.753086419753086
27,0.692307692307692,0.830375492735397,0.68,0.708333333333333,0.653846153846154,0.730769230769231,0.80991124260355
28,0.634615384615385,0.830863306915241,0.677966101694915,0.606060606060606,0.769230769230769,0.5,0.779585798816568
29,0.730769230769231,0.900371821391952,0.72,0.75,0.692307692307692,0.769230769230769,0.886094674556213
30,0.648148148148148,0.774530643719795,0.641509433962264,0.653846153846154,0.62962962962963,0.666666666666667,0.740740740740741
31,0.648148148148148,0.74368427791925,0.595744680851064,0.7,0.518518518518518,0.777777777777778,0.780521262002743
32,0.666666666666667,0.81719688531414,0.653846153846154,0.68,0.62962962962963,0.703703703703704,0.783264746227709
33,0.740740740740741,0.831421861478259,0.758620689655172,0.709677419354839,0.814814814814815,0.666666666666667,0.810699588477366
34,0.666666666666667,0.785604964319421,0.64,0.695652173913043,0.592592592592593,0.740740740740741,0.766803840877915
35,0.666666666666667,0.68891843897245,0.678571428571429,0.655172413793103,0.703703703703704,0.62962962962963,0.711248285322359
36,0.611111111111111,0.664209009914844,0.618181818181818,0.607142857142857,0.62962962962963,0.592592592592593,0.661179698216735
37,0.75,0.831939156991369,0.745098039215686,0.76,0.730769230769231,0.769230769230769,0.82396449704142
38,0.769230769230769,0.88233372979845,0.785714285714286,0.733333333333333,0.846153846153846,0.692307692307692,0.859467455621302
39,0.711538461538462,0.843610646913794,0.651162790697674,0.823529411764706,0.538461538461538,0.884615384615385,0.843195266272189
40,0.685185185185185,0.78819416723957,0.638297872340426,0.75,0.555555555555556,0.814814814814815,0.764060356652949
41,0.685185185185185,0.734870168408981,0.679245283018868,0.692307692307692,0.666666666666667,0.703703703703704,0.717421124828532
42,0.777777777777778,0.895887996760809,0.793103448275862,0.741935483870968,0.851851851851852,0.703703703703704,0.861454046639232
43,0.592592592592593,0.720298255851657,0.633333333333333,0.575757575757576,0.703703703703704,0.481481481481482,0.636488340192044
44,0.685185185185185,0.84378970719958,0.701754385964912,0.666666666666667,0.740740740740741,0.62962962962963,0.795610425240055
45,0.666666666666667,0.835939607746558,0.7,0.636363636363636,0.777777777777778,0.555555555555556,0.812071330589849
46,0.759259259259259,0.841681552185754,0.745098039215686,0.791666666666667,0.703703703703704,0.814814814814815,0.823045267489712
47,0.653846153846154,0.761973490019353,0.625,0.681818181818182,0.576923076923077,0.730769230769231,0.773668639053254
48,0.730769230769231,0.836213494978106,0.72,0.75,0.692307692307692,0.769230769230769,0.834319526627219
49,0.596153846153846,0.692205173203387,0.533333333333333,0.631578947368421,0.461538461538462,0.730769230769231,0.741124260355029
mean,0.686125356125356,0.794849120924137,0.678666141803385,0.696057835308937,0.67037037037037,0.701880341880342,0.777513656544996
std,0.061051322738286,0.065834026386734,0.069645914061796,123.579563230291,0.102769013155375,0.0931275453475,0.066380044129648
