,accuracy,average_precision,f1,ppv,tpr,tnr,roc_auc
0,0.8518518518518519,0.9524457661959345,0.8620689655172414,0.8064516129032258,0.9259259259259259,0.7777777777777778,0.9533607681755829
1,0.8518518518518519,0.9395124999289268,0.8620689655172414,0.8064516129032258,0.9259259259259259,0.7777777777777778,0.9272976680384087
2,0.7407407407407407,0.8282966466545041,0.7407407407407407,0.7407407407407407,0.7407407407407407,0.7407407407407407,0.8381344307270233
3,0.7777777777777778,0.8527607437553468,0.7999999999999999,0.7272727272727273,0.8888888888888888,0.6666666666666666,0.869684499314129
4,0.8867924528301887,0.8747628518261351,0.8928571428571429,0.8333333333333334,0.9615384615384616,0.8148148148148148,0.915954415954416
5,0.7924528301886793,0.8999206833469547,0.7843137254901961,0.8,0.7692307692307693,0.8148148148148148,0.8817663817663818
6,0.8301886792452831,0.8708455374477755,0.830188679245283,0.8148148148148148,0.8461538461538461,0.8148148148148148,0.8717948717948718
7,0.8679245283018868,0.9353895379562045,0.8679245283018868,0.8846153846153846,0.8518518518518519,0.8846153846153846,0.9373219373219372
8,0.8301886792452831,0.918375197874918,0.830188679245283,0.8461538461538461,0.8148148148148148,0.8461538461538461,0.9017094017094016
9,0.8490566037735849,0.901314666296771,0.8518518518518519,0.8518518518518519,0.8518518518518519,0.8461538461538461,0.896011396011396
10,0.8518518518518519,0.9051169089315765,0.8571428571428572,0.8275862068965517,0.8888888888888888,0.8148148148148148,0.9231824417009602
11,0.8148148148148148,0.930671001986316,0.8214285714285715,0.7931034482758621,0.8518518518518519,0.7777777777777778,0.9135802469135803
12,0.7592592592592593,0.8437819396360366,0.7868852459016393,0.7058823529411765,0.8888888888888888,0.6296296296296297,0.858710562414266
13,0.8703703703703703,0.9456225201841,0.8771929824561403,0.8333333333333334,0.9259259259259259,0.8148148148148148,0.9410150891632373
14,0.8679245283018868,0.9183380617802762,0.8627450980392156,0.88,0.8461538461538461,0.8888888888888888,0.9373219373219374
15,0.7169811320754716,0.8491101486286985,0.7457627118644068,0.6666666666666666,0.8461538461538461,0.5925925925925926,0.8404558404558404
16,0.8113207547169812,0.8650134155945246,0.8076923076923077,0.8076923076923077,0.8076923076923077,0.8148148148148148,0.8774928774928775
17,0.7924528301886793,0.9055573705944109,0.7924528301886792,0.8076923076923077,0.7777777777777778,0.8076923076923077,0.9002849002849002
18,0.8679245283018868,0.9598575157163292,0.8727272727272727,0.8571428571428571,0.8888888888888888,0.8461538461538461,0.9472934472934473
19,0.7924528301886793,0.8892125390744403,0.7924528301886792,0.8076923076923077,0.7777777777777778,0.8076923076923077,0.8903133903133903
20,0.8148148148148148,0.8868055078224386,0.8275862068965517,0.7741935483870968,0.8888888888888888,0.7407407407407407,0.879286694101509
21,0.9074074074074074,0.958786290452957,0.9056603773584906,0.9230769230769231,0.8888888888888888,0.9259259259259259,0.9506172839506173
