,accuracy,average_precision,f1,ppv,tpr,tnr,roc_auc
0,0.8518518518518519,0.946980650937594,0.8518518518518519,0.8518518518518519,0.8518518518518519,0.8518518518518519,0.9341563786008231
1,0.7222222222222222,0.8158336247480749,0.7457627118644067,0.6875,0.8148148148148148,0.6296296296296297,0.8340192043895748
2,0.7407407407407407,0.8258523948462608,0.72,0.782608695652174,0.6666666666666666,0.8148148148148148,0.8182441700960219
3,0.6851851851851852,0.761752375714162,0.711864406779661,0.65625,0.7777777777777778,0.5925925925925926,0.7914951989026063
4,0.8113207547169812,0.898327651524265,0.8387096774193548,0.7222222222222222,1.0,0.6296296296296297,0.8974358974358975
5,0.6792452830188679,0.8297126944967369,0.7017543859649122,0.6451612903225806,0.7692307692307693,0.5925925925925926,0.8233618233618234
6,0.7924528301886793,0.8724418812145573,0.8,0.7586206896551724,0.8461538461538461,0.7407407407407407,0.896011396011396
7,0.8679245283018868,0.9192353862320285,0.8679245283018868,0.8846153846153846,0.8518518518518519,0.8846153846153846,0.9245014245014245
8,0.6981132075471698,0.7668391933027607,0.7333333333333333,0.6666666666666666,0.8148148148148148,0.5769230769230769,0.7407407407407407
9,0.7924528301886793,0.8927663245911834,0.7924528301886792,0.8076923076923077,0.7777777777777778,0.8076923076923077,0.8646723646723646
10,0.7222222222222222,0.763905817925949,0.7058823529411765,0.75,0.6666666666666666,0.7777777777777778,0.7969821673525377
11,0.7592592592592593,0.8496494705158066,0.7636363636363638,0.75,0.7777777777777778,0.7407407407407407,0.8847736625514403
12,0.8148148148148148,0.8754514054639488,0.8214285714285715,0.7931034482758621,0.8518518518518519,0.7777777777777778,0.8834019204389575
13,0.8148148148148148,0.8631506736341554,0.7999999999999999,0.8695652173913043,0.7407407407407407,0.8888888888888888,0.8765432098765432
14,0.6981132075471698,0.8047602405081052,0.7142857142857142,0.6666666666666666,0.7692307692307693,0.6296296296296297,0.7777777777777778
15,0.8113207547169812,0.904315193345938,0.8148148148148148,0.7857142857142857,0.8461538461538461,0.7777777777777778,0.8945868945868946
16,0.8113207547169812,0.7982546496026718,0.8214285714285715,0.7666666666666667,0.8846153846153846,0.7407407407407407,0.8575498575498576
17,0.8113207547169812,0.8874914179292708,0.8148148148148148,0.8148148148148148,0.8148148148148148,0.8076923076923077,0.8888888888888888
18,0.7924528301886793,0.9021804021130304,0.8253968253968254,0.7222222222222222,0.9629629629629629,0.6153846153846154,0.8924501424501424
19,0.7169811320754716,0.8843288253616628,0.7540983606557378,0.6764705882352942,0.8518518518518519,0.5769230769230769,0.8547008547008547
20,0.8333333333333334,0.9514440045130581,0.8163265306122449,0.9090909090909091,0.7407407407407407,0.9259259259259259,0.9410150891632373
21,0.7407407407407407,0.8344997010667616,0.7666666666666667,0.696969696969697,0.8518518518518519,0.6296296296296297,0.8203017832647462
22,0.7037037037037037,0.8437067779740504,0.7037037037037037,0.7037037037037037,0.7037037037037037,0.7037037037037037,0.832647462277092
23,0.8703703703703703,0.9145363623275675,0.8771929824561403,0.8333333333333334,0.9259259259259259,0.8148148148148148,0.9122085048010973
24,0.6981132075471698,0.7416115322408776,0.7333333333333334,0.6470588235294118,0.8461538461538461,0.5555555555555556,0.7421652421652422
25,0.7547169811320755,0.7818272979946106,0.7936507936507937,0.6756756756756757,0.9615384615384616,0.5555555555555556,0.8034188034188035
26,0.7547169811320755,0.8395814756668609,0.7450980392156863,0.76,0.7307692307692307,0.7777777777777778,0.8198005698005697
27,0.7924528301886793,0.8642679352561355,0.7924528301886792,0.8076923076923077,0.7777777777777778,0.8076923076923077,0.856125356125356
28,0.7358490566037735,0.8255054855464294,0.7666666666666667,0.696969696969697,0.8518518518518519,0.6153846153846154,0.8347578347578348
29,0.7735849056603774,0.8820906349452571,0.7931034482758621,0.7419354838709677,0.8518518518518519,0.6923076923076923,0.8561253561253561
30,0.9074074074074074,0.9240397074252384,0.9056603773584906,0.9230769230769231,0.8888888888888888,0.9259259259259259,0.9355281207133059
31,0.7777777777777778,0.8636858862576489,0.7931034482758621,0.7419354838709677,0.8518518518518519,0.7037037037037037,0.8504801097393689
32,0.7037037037037037,0.8536035055082358,0.7142857142857143,0.6896551724137931,0.7407407407407407,0.6666666666666666,0.8367626886145405
